Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
9:59:59,,,,,,,,,,,,,,0.106033333,0.037733333,0.036633333,-0.114866667,0.049233333,0.057033333,0.049233333,-0.109566667,-0.107266667,,,,0.072433333,0.040033333,0.044733333,-0.112866667,0.044733333,0.054833333,0.051233333,-0.113066667,-0.116666667,,,,0.065333333,0.040733333,0.042533333,-0.111866667,0.041733333,0.051533333,0.044633333,-0.116666667,-0.113466667,,,,0.036833333,0.042233333,-0.006766667,-0.111066667,0.036133333,0.037333333,-0.001366667,-0.108266667,-0.108466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:59:59,,,,,,,,,,,,,,0.156466667,0.038366667,0.037866667,-0.114133333,0.058166667,0.070966667,0.054966667,-0.109033333,-0.106633333,,,,0.094266667,0.040366667,0.046466667,-0.112233333,0.049766667,0.067066667,0.057666667,-0.112233333,-0.116033333,,,,0.084266667,0.041566667,0.043566667,-0.111033333,0.046366667,0.063266667,0.050366667,-0.116133333,-0.112933333,,,,0.036966667,0.042266667,-0.006833333,-0.110133333,0.036166667,0.037566667,-0.002033333,-0.107933333,-0.107933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:59:59,,,,,,,,,,,,,,0.23775,0.03885,0.04105,-0.11385,0.07235,0.09305,0.06335,-0.10845,-0.10615,,,,0.13225,0.04105,0.04985,-0.11185,0.05755,0.08555,0.06675,-0.11175,-0.11535,,,,0.11745,0.04245,0.04555,-0.11055,0.05315,0.08175,0.05865,-0.11545,-0.11255,,,,0.03685,0.04235,-0.00695,-0.10965,0.03625,0.03755,-0.00265,-0.10715,-0.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,0.353966667,0.039566667,0.046766667,-0.113133333,0.093966667,0.126966667,0.075066667,-0.107733333,-0.105433333,,,,0.197766667,0.041966667,0.055766667,-0.111133333,0.071366667,0.113766667,0.078866667,-0.111233333,-0.114733333,,,,0.175366667,0.043766667,0.048966667,-0.109833333,0.064566667,0.109566667,0.070266667,-0.114933333,-0.111833333,,,,0.036766667,0.042666667,-0.006833333,-0.109033333,0.036366667,0.037266667,-0.003333333,-0.106533333,-0.106633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:59:59,,,,,,,,,,,,,,0.503483333,0.040683333,0.057083333,-0.112416667,0.124783333,0.175083333,0.089883333,-0.106916667,-0.104816667,,,,0.294783333,0.043083333,0.066283333,-0.110516667,0.092683333,0.153383333,0.094283333,-0.110416667,-0.114116667,,,,0.260883333,0.045983333,0.055183333,-0.109316667,0.082283333,0.148983333,0.085583333,-0.114316667,-0.111116667,,,,0.036983333,0.042683333,-0.006916667,-0.108416667,0.036383333,0.037183333,-0.004116667,-0.105816667,-0.105716667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:59:59,,,,,,,,,,,,,,0.67205,0.04235,0.07565,-0.11175,0.16405,0.23965,0.10805,-0.10645,-0.10425,,,,0.44105,0.04425,0.08475,-0.10985,0.12195,0.20695,0.11355,-0.10975,-0.11345,,,,0.38625,0.04765,0.06575,-0.10865,0.10535,0.20105,0.10545,-0.11345,-0.11045,,,,0.03675,0.04285,-0.00695,-0.10765,0.03635,0.03735,-0.00465,-0.10535,-0.10535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:59:59,,,,,,,,,,,,,,0.7406,0.0442,0.1077,-0.1112,0.2129,0.3201,0.1314,-0.1059,-0.1035,,,,0.5845,0.0459,0.1155,-0.1092,0.162,0.2724,0.137,-0.1092,-0.1126,,,,0.5212,0.0502,0.0828,-0.1081,0.1374,0.2672,0.1301,-0.1131,-0.1097,,,,0.0369,0.0431,-0.0071,-0.1071,0.0363,0.0374,-0.0057,-0.1046,-0.1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:59:59,,,,,,,,,,,,,,0.7653,0.0467,0.16,-0.1104,0.2661,0.413,0.1615,-0.1049,-0.1028,,,,0.6272,0.0478,0.1625,-0.1084,0.2103,0.3505,0.1657,-0.1085,-0.112,,,,0.5736,0.0527,0.1109,-0.1072,0.1803,0.347,0.1602,-0.112,-0.1088,,,,0.0368,0.0435,-0.0069,-0.1063,0.0364,0.0371,-0.0067,-0.1038,-0.1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:59:59,,,,,,,,,,,,,,0.776583333,0.050483333,0.237183333,-0.109516667,0.320383333,0.514483333,0.198883333,-0.104116667,-0.101816667,,,,0.644683333,0.049583333,0.229383333,-0.107516667,0.266083333,0.441183333,0.200083333,-0.107616667,-0.111316667,,,,0.592583333,0.054783333,0.151783333,-0.106216667,0.234883333,0.439183333,0.197083333,-0.111116667,-0.108116667,,,,0.037283333,0.043683333,-0.007316667,-0.105416667,0.036483333,0.037083333,-0.007916667,-0.102816667,-0.103016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:59:59,,,,,,,,,,,,,,0.779416667,0.054616667,0.338316667,-0.108583333,0.374816667,0.618916667,0.247116667,-0.103183333,-0.100983333,,,,0.653916667,0.052616667,0.319716667,-0.106683333,0.328516667,0.543716667,0.241016667,-0.106683333,-0.110483333,,,,0.601816667,0.056916667,0.210716667,-0.105383333,0.305016667,0.538616667,0.240716667,-0.110383333,-0.107383333,,,,0.037316667,0.044116667,-0.007383333,-0.104583333,0.036416667,0.037216667,-0.009183333,-0.102083333,-0.102083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:59:59,,,,,,,,,,,,,,0.77925,0.05915,0.45955,-0.10775,0.42695,0.72445,0.31585,-0.10235,-0.09985,,,,0.65735,0.05595,0.43045,-0.10565,0.38715,0.65335,0.29085,-0.10575,-0.10925,,,,0.60675,0.05945,0.28385,-0.10435,0.38275,0.64245,0.29525,-0.10925,-0.10635,,,,0.03725,0.04435,-0.00705,-0.10345,0.03675,0.03725,-0.01085,-0.10095,-0.10095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:59:59,,,,,,,,,,,,,,0.77745,0.05895,0.58385,-0.10645,0.47675,0.81475,0.41815,-0.10135,-0.09895,,,,0.65835,0.05925,0.55335,-0.10465,0.43345,0.74805,0.35315,-0.10475,-0.10825,,,,0.60835,0.06245,0.36925,-0.10335,0.46155,0.74345,0.37155,-0.10855,-0.10525,,,,0.03765,0.04485,-0.00735,-0.10245,0.03675,0.03725,-0.01255,-0.09985,-0.10005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:59:59,,,,,,,,,,,,,,0.774733333,0.062933333,0.643833333,-0.105266667,0.521533333,0.857833333,0.544833333,-0.100066667,-0.097766667,,,,0.658233333,0.064533333,0.623333333,-0.103466667,0.478233333,0.789533333,0.437833333,-0.103566667,-0.107066667,,,,0.609233333,0.071333333,0.440633333,-0.102266667,0.532633333,0.796433333,0.461233333,-0.107166667,-0.104166667,,,,0.037833333,0.045533333,-0.007266667,-0.101266667,0.037133333,0.037433333,-0.014666667,-0.098866667,-0.099066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,0.770366667,0.070066667,0.682866667,-0.104233333,0.570466667,0.892366667,0.672666667,-0.099033333,-0.096533333,,,,0.657266667,0.071866667,0.652166667,-0.102233333,0.521666667,0.804366667,0.545766667,-0.102333333,-0.105933333,,,,0.608666667,0.137166667,0.488666667,-0.101033333,0.591866667,0.813966667,0.564266667,-0.106133333,-0.102933333,,,,0.038366667,0.045966667,-0.007233333,-0.100233333,0.037466667,0.037466667,-0.017033333,-0.097533333,-0.097733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:59:59,,,,,,,,,,,,,,0.764916667,0.067316667,0.715916667,-0.102883333,0.608016667,0.937216667,0.766316667,-0.097383333,-0.095183333,,,,0.654316667,0.080316667,0.666016667,-0.100783333,0.563416667,0.822916667,0.664216667,-0.100883333,-0.104383333,,,,0.607216667,0.267316667,0.509416667,-0.099583333,0.655116667,0.826516667,0.677416667,-0.104483333,-0.101283333,,,,0.038616667,0.046916667,-0.006983333,-0.098683333,0.037816667,0.037616667,-0.019983333,-0.096183333,-0.096283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
